content,labels,type
//@旋风杰瑞://@是你的镜仔青春有你版:还有把这段话编成可乐的，你他妈怎么不去死//@田冉冉只认钱:??,angry,virus
广西新增新冠肺炎确诊病例8例，累计13例http://t.cn/A6PAV7IN ??,neural,virus
医生在努力！,happy,virus
#河南新冠肺炎新增4例#今天收到物业信息：“各位业主，为了防止新型冠状病毒感染肺炎的传播，物业十点之前将对小区进行消毒，消毒期间可能产生气味，请大家理解，春节期间请不要去人员密集的地方，出门请带口罩，为了大家的安全，防止外来人员流动，我们小区大门将进行二十四小时关闭状态，出门请带门禁卡，有走亲访友的请到大门口登记以后在进小区，谢谢大家的配合！” 为物业点个赞,happy,virus
爱是桥梁,happy,virus
//@酷炫科学://@游识猷:非法的野味、从种源到驯养繁殖到售卖都缺乏监管的“养殖场”，如果以后不能彻底整改，如果还是零零散散靠民间志愿者举报…下一次神秘病毒疫情就一定会出现，只是时间问题而已。,happy,virus
可谓全家总动员.....你咋又变好看了触不及防,happy,virus
#武汉加油# 我们一起加油！//@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy,virus
辟谣!,neural,virus
晚会好看吗集美,neural,virus
愿所有人都平安！,happy,virus
武汉加油！//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy,virus
阜阳市全面启动新型冠状病毒感染的肺炎疫情防控工作,neural,virus
//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy,virus
凌晨十二点半，豆浆夜宵店还满满的客人。两点多的时候，还有收纸箱的四点多的现在，环卫阿姨已经在街道扫地了还有各地疫情战斗在一线的……、这个除夕夜，有点特别[微风] ??,sad,virus
跟啵啵一起学习,neural,virus
我真的害怕死过年走亲戚串门了//@淮楠竹北:山东你快给我一级响应！！！！天津都一级响应了，你是没熊数吗？自己人多少不知道？//@林空鹿饮溪lllllll:看笑了[允悲]//@马慧平的微博:您顾涌顾涌,fear,virus
#武汉一名新型肺炎患者被成功救治#政府说了不信   不说说瞒报  自己在那瞎猜测  所谓的大V一直无脑黑  造谣造恐慌  现在能做的不就是做好防范   天天网上冲浪就觉得自己很牛逼似的  那些话能不能多传播点防范知识  相信国家 相信政府 管好自己 ??,happy,virus
致敬//@Wilde1901:国士无双[good],happy,virus
//@LaSolaSola_索拉:一线医护缺少防护，医院联合向社会求助，无奈啊[伤心]//@协和医生Do先生:这是最新医院名单，恳请转发出去，今天是大年三十，给你们添麻烦了，对不起，但我们真的需要支援，恳求你们转发出去，让有能力的人帮助我们，我代表全体一线战友谢谢你们！对不起！,sad,virus
[失望]太玄学了，后两位20的年份都好可怕,fear,virus
2020#春晚#直击，我最喜欢的节目是诗朗诵《众志成城，抗击肺炎》，跟我一起为康辉、贺红梅等助力！今晚精彩不停歇~为你最喜欢的节目投票，快上车！http://t.cn/A6vd7HC4 #春晚视频#第一现场直击http://t.cn/A6vnCYr9 ??,happy,virus
人与自然和谐相处！ “人类对大自然的伤害最终会伤及人类自身，这是无法抗拒的规律。”人与自然的共生关系决定了如果人的行为违背自然发展规律，必然受到自然的惩罚，人对自然的伤害最终会伤及人类自身。,angry,virus
除夕，本应是阖家团圆的时刻。此段时间的朋友圈，微博，电视新闻本应该是新年气氛一片祥和。可谁能想到，突如其来的疫情让今年新年变成了一场战役年呢？ 希望无法与家人过年团聚，奋战在一线的医护人员们平平安安?希望全世界人民都过个平安健康年！[心] ???,happy,virus
@-甜不在- @小绿没吃饱oo 看这里,neural,virus
加油啊！！！中国,happy,virus
人开始时往往为梦想而忙，后来却因#每日一善#忙碌失去梦想。 #离汉通道关闭后4项应急措施##北京取消大型活动##深圳2名新型肺炎患者痊愈# ??,sad,virus
//@迟夙生律师://@价值投资鱼得利us://@谢流石: 看来情况比较严重。需要外地的支援[话筒][话筒][话筒],neural,virus
//@蔡徐坤工作室:#抗击新型肺炎第一线# 致敬伟大的逆行者们，愿医护人员做好防护，平平安安。你们辛苦了[心],happy,virus
太快了[泪],sad,virus
所有人平安健康~//@陈立农:#致敬疫情前线医护人员# 辛苦了！做好个人的卫生防护措施，注意防范，保护自己和家人，少去人多的地方。愿所有人一切平安健康！,happy,virus
#江西确诊7例#希望疫情早日得到控制，过个好年。 http://t.cn/R2WxjY5 ??贵溪市,happy,virus
//@不是人间惊鸿://@乔凯文:没错，当年非典是突然消失的。与历史上可怕的西班牙大流感、亚洲流感、俄罗斯流感一样，跟人类的行动，没有太多关系。人类所做的，只是尽量地隔离感染者、用消毒剂对环境进行消毒，而对感染者，也只是尽量对症治疗、避免并发症、保证营养、减少痛苦而已。人类对于病毒，了解,fear,virus
加油，武汉，可以的//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy,virus
滚你妈臭傻逼//@太阴心识:浙都27例了，竟然这么多！相对而言，浙人口不多，地也不大，竟然比例这么高！武汉人如果愿意，舟山群岛那边有很多小岛，你们可以去小岛上避难，不要跑人群聚集地嘛！,angry,virus
大家一定要保护好自己啊[失望]//@王祖蓝工作室:#武汉加油# 保护自己和他人，我们一起加油，打赢这场防疫站！//@王祖藍:做好防范措施，保护自己和他人。团结一心抵抗病毒，加油[加油][加油][加油],happy,virus
//@UNIQ-王一博:#致敬疫情前线医护人员#你们辛苦了！愿平安！[心],happy,virus
天啊！保佑叔叔阿姨平平安安[心]?,happy,virus
晚了,angry,virus
向奔赴在疫情中伟大医护人员致敬[悲伤],happy,virus
做好防护 放宽心#新型肺炎确诊440例死亡9例# ??,happy,virus
加油?,happy,virus
最后还是封城了，今天出行，身边95%的人都戴上了口罩。偶尔有几个心大的没戴，我是真想上去劝他们。听到我们院子里，还有几个今天回武汉的，都是家人已经先回去了的。亲情的力量可以让人铤而走险。好几年没回去过年了，几个朋友本来准备约着大嗨一下的，后来形势所迫改成吃饭麻将了。不知道过几天会不会精简成视频聊天。,neural,virus
[心],happy,virus
//@Mr_吴亦凡工作室:#致敬疫情前线医护人员#致敬伟大的英雄们，大家注意保护好自己[心]//@Mr_凡先生:致敬[心]大家出门记得戴口罩,happy,virus
//@Pfaueninsel:17年前从传染病专家Laurie Garett那里学到的第一课：大型传染病爆发，一般都是从医院开始的。稍有风吹草动，医院就应该第一时间做好隔离。没想到现在还需要从头学。,angry,virus
致敬！//@火锅少女翠兰儿:保护好自己，然后去帮助更多的人[心]//@朱一龙工作室:#致敬疫情前线医护人员#  致敬英雄，保护好自己[心][心],happy,virus
#江苏肺炎#大江苏加油！苟住苟住！坚持就是胜利！医护人员辛苦了[赞] ??,happy,virus
刧日，灰暗中的一点光。转发：这是微医平台加班加点上线的新型肺炎免费线上问诊！可以缓解一线医护人员的压力！轻症线上问诊、宣教工作都可以让平台的全国各地的医生回复！微医已经集齐了一部分全国各地的专科医生！ http://t.cn/R2Wx12X ??甘孜藏族自治州·泸定县,neural,virus
直播|除夕夜他们紧急出发！广东医疗队驰援湖北武汉疫情救治http://t.cn/A6P4ibky ??,neural,virus
愿大家平安健康[心]//@赵丽颖:#致敬疫情前线医护人员# 向所有医护人员致敬！愿大家都健康平安??,happy,virus
#天津出现聚集性发病# @天津城市生活通 @奏耐天津,neural,virus
//@努力努力再努力x:#抗击新型肺炎第一线# 致敬伟大的逆行者们 一定要平平安安[心],happy,virus
[围观][围观][围观][赞][赞][赞]大爱无疆，小马哥模子！,happy,virus
我们基层医务人员已经做好准备，三级医院感染科、呼吸科医生有2003年SARS的经验，完全可以应对和处置突发情况。大家没必要恐慌，有从疫区回来的发热朋友，我们知道情况要即时报告村医，或社区医生，让他们向上级报告。相信我们的政府和医生，踏踏实实的在家过年。不造谣，不传谣！,happy,virus
前几天把高铁坐成了绿皮的我现在有一点慌#新型肺炎确诊440例死亡9例# ??,fear,virus
17//@甜腻腻为战而来:加油！我们一直在！//@董家女子:#武汉加油# 加油！我们一直在！//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,virus
[心],neural,virus
椰啵，，有人骂你战哥，，快找人怼死他,angry,virus
加油武汉 会没事的,happy,virus
虽然但是，去年年底飞了一样疯狂出差，现在所有城市全在疫情地图上点亮了??? ??,angry,virus
//@集中銷毀:…？//@Meogreen:看完缓了半小时才来转发//@我爱扒大虾:三联牛逼啊。看了这个起码可以知道：床位不够、检测盒不够、一月初就已经小型爆发了但是瞒报。,sad,virus
哈哈哈哈,happy,virus
武汉加油??,happy,virus
国士无双[心],happy,virus
祝这些家属早日被病魔战胜[微笑],angry,virus
[泪]武汉挺住,happy,virus
一定要平安????//@一朵名叫萱的四叶草:上海的医生往武汉跑，武汉的患者往上海跑[跪了],angry,virus
[可怜],sad,virus
羡慕,happy,virus
国内疫情 美国流感 日本大地震预警 非洲埃博拉 澳洲大火 南美非洲澳洲每年都会被厄尔尼诺拉尼娜影响。是惩罚开始了吗？面对自然 在这些涉及全人类的议题面前，人类正在做什么呢？在朝核和谈 在伊朗谈判 在恐吓 在报复与反报 在为人道主义救援各执己见 在嫌弃难民的时候同时制造着难民 在人人自危 在隔岸观火 在互相指责 在搬起石头砸自己的脚 在忽略联系的普遍性各自为战 在民族主义与主权中心论中没有困难制造困难。面对自然 显露出的不光是渺小 还有狭隘和不堪。所谓高等生物 只高等在了食谱丰富吗,fear,virus
//@人民日报:【#钟南山解读新型冠状病毒肺炎疫情#要点】①新型冠状病毒肺炎存在人传人，同时医务人员也有传染，要提高警惕；②新型冠状病毒传染性比SARS弱；③没有特殊情况不要去武汉；④戴口罩有用，不一定非要戴N95口罩；⑤有感冒要到发热门诊就诊。转发提醒！,neural,virus
[耶][吃惊][飞机]再不看我就out了。[兔子],neural,virus
加油[加油]//@朱一龙:#武汉加油#我们在一起[心],happy,virus
市长赶快爬//@Fearlessfirelight:武汉市长凉了,angry,virus
[怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒],angry,virus
#武汉封城后的市民生活#希望大家每一個人都可以做好自己，在這個特殊困難的事故，這是最負責任的表現。[心][心][心] ???,happy,virus
[伤心],neural,virus
#安徽确诊新冠肺炎15例#我已经佛了 我妈早上说去超市买东西就她一个人戴口罩 我在合肥 请大家重视起来好吗 http://t.cn/Rt5qRxf ??合肥,angry,virus
理解家人生病医院拒收导致家属在网络上发声的愤怒情绪，但是也不要借着冠状病毒带节奏叭[顶]当年卫生部部长被革职处分，敢问现在会有医生敢把多名疑似病人放回人群中吗[嘘]希望网友能保持清醒，冠状病毒跟普通肺炎根本两码事！ ??,angry,virus
国家卫生健康委会同相关部门联防联控 全力应对新型冠状病毒感染的肺炎疫情 http://t.cn/A6vD7Zr6 ??,neural,virus
@华晨宇yu 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@华晨宇yu:#武汉加油#  我们一起打赢这场防疫战,happy,virus
加油//@喵驰驰:好消息 有效抑制//@一群甜甜伦:[泪][泪][泪]//@躁狂的暗暗:真的是来自上海的一份新春贺礼！真的是今天最大的好消息,happy,virus
加油//@蔡徐坤工作室:#武汉加油# 感谢一线医护人员的付出。大家做好防护工作，我们一起，共渡难关！//@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy,virus
从小道消息看【不确定真假】山争大哥签了对赌协议 影片票房达不到一定高度将亏得血本无归本安排在春节档 赚钱大好时机但由于肺炎肆虐 其他竞争影片的撤档一方面票房达不到预期高度 另一方面同行内涵败坏感观就算撤档后重新上线也不一定能完成对赌协议横竖都是一死 就干脆把影片卖给字节跳动免费播出电影制作成本至少能回本 字节跳动省了一笔营销费 多了新用户 估值上涨没准还能利于融资和上市 带来的收益远超支出吃瓜群众能免费观影 好评度自然高 顺带给竞争对手施压剩下的就把问题抛给影片竞争方 让其进退两难网友评论格局大啊啥的 可把?整笑了资本市场一向就是逐利 哪有这么多江湖义气和豪情？,neural,virus
人也是作的 吃什么野味 找刺激 害人害己 好多病毒都是在动物身上传染的[微笑],angry,virus
新年快乐,happy,virus
武汉加油//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,virus
[亲亲][NO][顶]加油吧 [哈欠],happy,virus
如果顺利来华，真的非常感谢了。,happy,virus
[好爱哦],happy,virus
//@阿烬A_Jin不是我:终于有人敢说话了。//@深夜一只猫:既然已经宣布进入战时体制，就走战略物资的调度机制，立即大规模政府采购战略物资，将存货买空，再组织生产。平时天天说政府主导优越性，压缩市场和公益组织空间，应急的时候反而靠社会和市场，纯属耍流氓,neural,virus
【正在直播：#国新办新型肺炎新闻发布会#】国务院新闻办公室定于2020年1月22日上午10时举行新闻发布会，国家卫生健康委员会副主任李斌介绍新型冠状病毒感染的肺炎防控工作有关情况，并答记者问。戳直播↓↓http://t.cn/A6ve8vQM ??,neural,virus
其实我现在好慌啊，19号从广东自驾回重庆，中途在广西河池城市便捷酒店住了一晚，20号晚上到，一直没感觉任何不适，但昨天21号下午坐地铁去了洪崖洞没戴口罩（因为没买到）回来明显感觉吞咽时喉咙痛，今天去镇里的药店拿了扁桃体发炎的药，吃了一次还是没好转的迹象[失望]#新型冠状病毒# ??,fear,virus
利人利己,happy,virus
嗓子有一点不舒服的我瑟瑟发抖,fear,virus
#疫情地图#大灾面前挺住，天佑中华，相信我们的卫生疾控部门，医院以及医护人员能战胜肺炎，请相信理解支持和配合他们的工作[心] http://t.cn/R2WxYQL ??东营,happy,virus
......怎么办怎么办,fear,virus
[哼]为自己的梦想坚持奋斗，不放弃[困][佩奇]瘟,happy,virus
[跪了],neural,virus
保佑平安?,happy,virus
真的别走亲戚了吧,fear,virus
请保护好各位医护工作者[心],happy,virus
致敬[心]都要平平安安?//@邓伦:#致敬疫情前线医护人员# 愿所有人都健康、平安，向我们的白衣天使致敬[心],happy,virus
#武汉加油# 加油！我们一直在！//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,virus
好活,happy,virus
//@新都教育:【#湖北一家三口去山东过年被举报# 警方：已采取防控措施】[允悲][允悲][允悲],angry,virus
//@Shape餛佯:真的很棒！！谢谢武汉[赞][赞]我们一起努力,happy,virus
我在看：【全国确诊309例新型肺炎病例 其中湖北270例】#跟新浪看热点#  http://t.cn/A6vdc1H0 ??,neural,virus
[泪][泪]?,neural,virus
王一博！戴好口罩！注意防范！人多的地方溜溜溜！疫情前线的医务人员们也辛苦了！愿大家一切平安！//@UNIQ-王一博:#致敬疫情前线医护人员#你们辛苦了！愿平安！[心],happy,virus
我们老大说 领导接到指示 只要单位有一个人感染病毒 他就地免职 于是领导刚刚开会 如果有人发现自己感染了 要求立即主动辞职 卷铺盖滚蛋 不戴口罩外出免绩效 全部人员要春节出南宁的 补外出报告批准才能走 不一定给批 不出南宁的 要来单位坐班[吃瓜]我以为很夸张了 结果刚刚我和同事写好申请 去办公室盖章 办公室的人说刚才领导开会说的是 还没写外出报告的就不要出南宁了 而且一般最少提前两天写申请 今下午领导不一定来 来大概率也不会给签字的 让我不要抱太大希望 … 大学期间也没听说过 假期外出还要申请的 我的探亲签证好不容易才弄下来 佛了 浪费我的机票钱[跪了]还庆幸南宁是安全区 肺炎跟我没关系呢[伤心],sad,virus
预计今天下午到夜里有点想你,sad,virus
还有cp？？？？这尼玛不止是傻逼了好吧,angry,virus
本武汉人可以证明疫情刚开始时，市民被告知没有传染性，不会人传人[微笑][微笑][微笑],fear,virus
//@浅陌微凉yl:我倒要看看疫情过后 湖北官员的下场 要给我们一个满意的交代[微笑],angry,virus
卧槽前两天刚把这部剧又刷了一遍的，真的是神预言啊,surprise,virus
这才是中国真正的脊梁。不是那些操他妈的傻逼们。,happy,virus
为往圣继绝学，为万世开太平。,happy,virus
//@榴莲君:。。。。。。//@华晨宇的粉红小内裤:我疯了//@混荒:我艹？？？,angry,virus
//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy,virus
阿西吧，最后就是人类毁灭人类//@最后只剩下热爱· :[伤心][伤心][伤心],sad,virus
加油//@罗云熙Leo:#武汉加油# 加油！一起打赢这场仗！向医护人员致敬！大家都要保护好自己，平平安安！！！,happy,virus
！卧槽,surprise,virus
[微笑]唯仁者能好人，能恶人。[委屈][女孩儿]舜,neural,virus
同学说他们那还有一例 也不知道是没上报还是怎么网上都没公告 东北三省真是劣势啊[泪][泪],angry,virus
#东方财富#武汉市卫健委关于新型冠状病毒感染的肺炎情况通报 http://t.cn/A6vQJlmh  来自@东方财富网 ??,neural,virus
#广东新确诊9例新型肺炎病例#去楼下药店问有没有口罩，不到五分钟又来了好几个问口罩的，结果就是昨天刚到货的都卖完了。回家出行的都多注意点吧。 ??,neural,virus
喜欢这,happy,virus
顿时想哭,sad,virus
…//@江宁婆婆:上海确诊第二例。,neural,virus
武汉加油 中国加油！//@Dear-迪丽热巴:武汉加油，咱们一起，打赢这场防疫战！,happy,virus
啊烦死了……好不容易决定的春节外出计划……因为肺炎导致了……也有点害怕啊……[泪][悲伤][失望] ??,angry,virus
这上升的太快了吧[感冒][感冒][感冒],surprise,virus
出门戴口罩，勤洗手、多通风，我们都会好好的！,happy,virus
我大福建也失守了[允悲][允悲],sad,virus
气死了！！！！武汉加油[泪][泪][泪]大家都好好戴口罩吧,angry,virus
平平安安,happy,virus
#安徽确诊新冠肺炎15例#所以九华山黄山等旅游景区还在等什么呢比比看谁胆大吗[微笑][微笑][微笑][微笑] http://t.cn/RyhYMbZ ??池州·九华山风景区,angry,virus
//@果壳:17年后的今天，我们回望那场浩劫，被卷入其中的病毒、蝙蝠、果子狸，似乎都没有“刻意”针对过人类。野生动物们被端上餐桌并成为中间宿主的命运，绝非它们自己的选择。,sad,virus
相信国家，真的很厉害了(? ??_??)?,happy,virus
关于新型冠状病毒感染的肺炎 这些知识要知道（一） http://t.cn/A6v1oxmF ??,neural,virus
离我也越来越近了,fear,virus
36//@温言DAYTOY:武汉加油//@可愛dd-:#武汉加油# 加油！！//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,virus
辛苦 加油!,happy,virus
#春晚不上淘宝亏10亿# @万能的淘宝 @万能的淘宝 @万能的淘宝 康康我！[泪]被口红支配的菇凉[并不简单] ???50000分之1  我来了[笑而不语]还有还有  武！汉！加！油！?等疫情胜利?我们去吃热干面[悲伤] ???,happy,virus
哈哈哈哈哈哈哈哈哈//@心脏偷窥六点半:武汉市长江大桥哈哈哈哈哈哈哈哈哈哈//@Logiquedelasensation:给右边逗笑了，但这事真的了不起，竖大拇指！//@D2O__:草，我看还不如让龙哥来当江大桥算了，看着还靠谱点,angry,virus
//@沉默的Doctor:最初确定SARS是冠状病毒的人，香港大学教授，国家重点实验室的负责人。//@碎碎念的彤彤彤:连管轶是谁都不知道，就说人家妖言惑众，连基础搜商都没有，可见素质多差。,angry,virus
我吐了//@·白桃奶绒·:直接死可以吗//@甜辣味的好好吃:傻逼傻逼傻逼傻逼傻逼傻逼傻逼//@恶与柚可:我简直操了 有些憨批 根本不能被称之为人 医生护士因为这些吃野味的憨批在疫场生死未知 你们他妈的没脑没?继续吃是哈？建议吃野味的不救[微笑],angry,virus
一起加油，挺过这次病毒！,happy,virus
抽到就去找喜欢的男孩子嘻嘻我的大江苏挺住[心][心][心]#五万人被淘宝清空购物车#  @万能的淘宝 ??,happy,virus
总算有个安慰人心的好消息了[泪],happy,virus
//@为了允在成为更好的自己:这个人前几天就有人在朋友圈说了，刚入院的时候家里不承认从武汉刚回来，说两个月前就回来了，后来过了几天严重了告诉家属隐瞒病情是违法的，才承认12号从武汉回来的，简直醉了[费解],angry,virus
武汉加油[加油]#书写的力量#,happy,virus
//@羊水宝://@问安呗:我再声明一下 视频拍摄的是武汉市中心医院（原二医院）急诊室的场景，为什么是急诊室呢？因为具医院说各种病房（普通、高干、隔离、重症）都住满了[作揖],neural,virus
一起打赢这场防御战,happy,virus
//@那年夏天我学会在被子里抱紧自己:武汉加油！//@Samuel-汪苏泷银河护卫队:#武汉加油# 我们一起[心]//@汪苏泷:#武汉加油# 我们一起！,happy,virus
武汉加油[泪],happy,virus
[悲伤]大家一起来努力，互帮互助，一起来面对疫情,happy,virus
//@吴继宏:祝平安//@outmoded_plus:加油！武汉,happy,virus
//@老曾阿牛:看看国际权威组织怎么说[话筒][话筒],neural,virus
一定要平安[悲伤][感冒]?//@TFBOYS-易烊千玺:#致敬疫情前线医护人员#向所有医护人员致敬！希望大家都做好防护措施，愿所有人都平安健康。//@TFBOYS组合:#致敬疫情前线医护人员# 致敬伟大的医护人员们，你们辛苦了！愿大家都能平安健康[心][心][心],happy,virus
如果是真的  真的感恩了[泪][泪],happy,virus
最新！国内累计报告新型冠状病毒感染确诊病例571例http://t.cn/A6PPRgU3 ??,neural,virus
#武汉加油# 3//@章鱼丸子DayToy:#武汉加油# 加油！我们一直都在！//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,virus
41//@93的irene://@李子璇豆子:#致敬疫情前线医护人员# 感谢医护人员的坚守 保护好自己 做好基础防范对自己负责更是对社会的责任～[心][心][心],happy,virus
//@画画的不是猫的貓柚子://@西域鹅盖饭:[泪]加油啊……//@漫煞寻魂工作室Comic_Valley_檬:再转一条[泪]看出来上头非常非常非常非常生气了,angry,virus
干得好！！！[鼓掌][鼓掌][鼓掌],happy,virus
//@一颗阿仙仙仙://@Sweet猫饼: //@玉龙小段:蝙蝠不是罪魁祸首，对野味的贪婪才是！,angry,virus
[跪了],neural,virus
W//@1016zly小彤 :武汉加油[加油]//@喵喵喵喵哞 :三组 冲鸭[心]1.23//@赵丽颖 :#致敬疫情前线医护人员# 向所有医护人员致敬！愿大家都健康平安??,happy,virus
#全国共确诊新型冠状病毒肺炎544例##江苏停发来往武汉客运班车# 希望大家都能好好的[泪]莫名紧张害怕 ??,fear,virus
武汉加油//@wyb唯爱君君:一博也要照顾好自己哦//@UNIQ-王一博: #致敬疫情前线医护人员#你们辛苦了！愿平安！[心][心][心],happy,virus
//@杨洋:#武汉加油# 一起打赢这场防疫战！ ????加油，我们都在[心],happy,virus
妈呀 冠状病毒进入湖北官员的脑子里了吧[皱眉],angry,virus
//@郑云龙的胆量:#致敬疫情前线医护人员#大家都辛苦了，感谢医护人员的坚[加油],happy,virus
#上海封城# 请上海zf先做上海人的上海 不想看到一群发烧上海人站在路边就别只知道删话题盖热搜删评论 起码有点作为 上海人不想陪葬 ??,angry,virus
妈鸭//@温暖之雪fly:7点20不是说是375？有点快……//@人民日报:【#新型肺炎已致湖北17人死亡#】#湖北新型肺炎累计444例死亡17例#湖北省政府召开新闻发布会，截至今天晚上8点，湖北省累计报告新型冠状病毒感染病例444例，17人死亡。,surprise,virus
#春节期间如何预防新型肺炎##野味肺炎# 我想，这次能不能让环保部门警醒？？！！能不能唤醒人们的环保意识？？！！ ??,angry,virus
武汉加油,happy,virus
我外卖都要到了你才醒？//@扶风在生气:睡醒了啊,surprise,virus
[浮云][衰][衰]很喜欢，很不错。[来],happy,virus
[心]『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6vBv3yL ??,neural,virus
我是一名武汉大学生！应用心理学专业！！！现在武汉市市民陷入恐慌状态，武汉市也开通了心理咨询服务 我们班看看在想都在家过年的同学能不能献一份力量，免费接通武汉市民的电话，可能我们不够专业，不算心理咨询，但是我们实际已经学过心里咨询，愿意也有时间陪大家聊聊！严重心理问题找热线电话，一般紧张我们应该可以解决！我们长江日报的大学生平台如果也觉得想法可行可推广！我们马上去征集人员，大二大三研究生 都可以！献一点力量我们也可以联系看看专业老师愿不愿意我们得活动做一些知道，在专业大方向上做一些把控从我开始 15623683191 私信也可@临冬女爵珊莎史塔克 @长江日报 #封城日记##武汉免费心理热线电话#,surprise,virus
和王一博一起学习，愿大家都平安,happy,virus
虽然我不能菩度众生，但我可以祸害苍生。,angry,virus
//@擇善固執老頑固 :客觀中肯專業！[good],happy,virus
#发热咳嗽非新冠肺炎唯一首发症状#我现在心情很复杂，昨晚偏头痛到两点今早起来有点咳嗽，慌得一批。[跪了] ??,fear,virus
哈哈哈哈哈哈哈//@拿拿龙:某些人它妈的屄是公共场所。//@令请膏铭:@拿拿龙 医院是不是公共场所？,happy,virus
//@洲坑里的狮子:武汉加油[加油]采取最有效的措施最快的控制住疫情~,happy,virus
[拜拜][可爱][威武]希望继续加油哦，不错！[赞啊],happy,virus
现在医生 面前是病毒 背后是屠刀[微笑] 我tm看到这个消息真的是要气死 我希望这种伤医的犯罪人员这辈子的病就病死！不要有人给他们治！ 还骂医生？肺炎来了你tm牛逼你往上冲啊？,angry,virus
准备持久战吧,neural,virus
//@嘿毛毛虫91:希望别总是在这种时候才开始尊重医生[泪]//@打屎我也不说1a:当我们在冒着屠杀病毒时候，我们又“被”冠名“白衣天使”，义无反顾冲在一线的时候，叫“不记报酬”。有多寒心，? 多坏的媒体！让医生无后顾之忧，万一挂掉的时候，妻儿老小? 所养！,angry,virus
是呀，有的人就不忘起哄的，说抽烟抗非典。放鞭炮也能抗病毒， 哪有科学根据。//@张怡筠:[允悲][允悲]//@谷大白话:抽烟这个真是17年不变。当时是短信/QQ/MSN各种传，说抽烟抗非典。前两天又开始传，甚至有说放鞭炮也能抗病毒。那不如直接抽鞭炮，一步到位。,angry,virus
1、冠状病毒“56℃，30分钟，就死亡了。 2、乙醚、75%的乙醇、含氯的消毒剂都可以有效地灭活病毒。” 3、一定要吃熟的食物，不要吃生的食物。,neural,virus
快点救救他们吧,sad,virus
//@南海一派的南海:这下又用掉五套防护用品了//@十一月末君:慰问除了浪费他们时间有啥用？找物资给他们防护上啊！！！,angry,virus
[抓狂]很靠谱的说很给力哦，[挖鼻][太开心]料,happy,virus
医生护士不用这么伟大[泪][泪],happy,virus
//@Hi苏七://@沐木朵:人类命运共同体，谢谢?,happy,virus
万一是年轻人和儿童只是潜伏期长一点而已呢？？,fear,virus
//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy,virus
tmd现在才启动 想让我们咋滴,angry,virus
//@一只路过的Brain哶:1潜伏期也有传染性。 2未出现（明显的）超级传播者 。3儿童属于易感人群，所有未感染的都是易感人群?4治愈后会产生抗体，现在不用激素治疗所以不会出现股骨头坏死的后遗症。  5 宿主不确定是否是蝙蝠，考虑蝙蝠传给野生动物,neural,virus
//@经超经超:向所有医护人员致敬！一定要保护好自己，出门戴口罩，勤洗手，愿大家都平安?,happy,virus
#内蒙古发现1新型肺炎疑似病例#这个憨憨！气死了，过来受冻了？在这片净土上点红呵呵了 ??,angry,virus
//@船人老姚:卧槽……//@老佛林特船长:那个药在美国原厂要买515美元一瓶。,neural,virus
#朱一龙亲爱的自己# [给你小心心]#朱一龙陈一鸣# 朱一龙@朱一龙 -凉[亲亲],happy,virus
//@岑骏juncen://@freakouthappybunny:谁也不要来和我说说什么感动中国 天佑中国 zf没有处理好的事情让民众当炮灰有什么值得感动的 //@Shu刘树伟:三联这篇里你能重听到微博求助者们的声音，且更加剧烈。呼吁中央尽快采取调度支援；当前不希望看到任何春晚庆祝和感动。,sad,virus
#武汉# #GS新闻播报# 为做好疫情防控工作，体现民航“真情服务”，现对已购买涉及由天津航空实际承运的武汉进出港国内、国际航班客票的旅客提供特殊退改服务。旅客可至原购票地办理免费退票业务，不收取退票费。[话筒] #武汉天河机场#,neural,virus
#新型冠状病毒来源是野生动物# 新型冠状病毒的来源是武汉一家海鲜市场非法销售的野生动物。 请管住自己的嘴，拒绝野味，从我做起！ ??,neural,virus
流泪[泪][泪][泪][泪][泪][泪],sad,virus
//@央视新闻: 【部分航司已在拟定之前已退票的弥补措施】之前已经退票并且损失退票费的旅客是否可以获得弥补，要根据各航司的规定来确定，部分航司已经在拟定。,neural,virus
